id	qid1	sentence1	qid2	sentence2	label
8936	488721	0/9/2/3/4/5/6/7/8/1/10/11/12/20/14/15/16/17/1/19/13/23/22/21/15/25	488721	0/1/2/3/4/5/6/7/8/1/10/11/12/13/14/24/16/17/9/19/20/21/22/23/15/25	0
8937	77652	0/11/2/3/12/5/2/7/16/9/10/1/4/13/6/15/8/17/18/19	77652	10/1/14/3/4/5/2/15/8/17/0/11/12/5/2/7/8/9/18/19	1
8938	151848	0/1/2/7/4/5/6/7/8/9	151848	0/1/2/3/4/5/6/7/8/9	1
8939	313741	0/1/2/3/4/5/6/7/8/9/10	313741	0/1/2/3/4/5/7/(16054,1)/8/6/9/10	0
8940	279272	0/10/2/14/12/13/9/7/8/9/10/11/12/5/3/15	279272	0/1/5/14/4/2/9/7/2/9/1/11/12/13/14/15	0
8941	434029	0/1/2/3/4/5/9/6/7/8/6/7/12	434029	0/1/2/3/4/5/6/11/8/9/10/7/12	0
8942	433204	0/1/2/3/4/5/6/7/14/18/10/11/12/13/8/15/16/17/18/19/20/21/25/23/24/25/26/27	433204	0/1/2/3/4/5/6/7/8/9/19/11/12/13/14/15/16/17/18/10/20/21/22/23/24/25/26/27	0
8943	487465	0/1/2/3/4/8/6/7/8/9/10/11	487465	0/1/2/3/4/8/9/6/7/8/10/11	1
8944	361363	0/1/2/3/11/5/6/7/16/9/(491252,21)/10/4/5/13/14/16/18	361363	15/0/1/2/3/4/12/6/7/8/9/10/11/12/13/14/15/8/15/18/17	0
8945	136100	0/1/2/5/4/5/6/7/14/15/10/11/12/13/8/9/16	136100	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16	0
8946	147503	0/1/2/3/4/5/6/18/8/9/10/11	147503	0/1/2/3/4/35/17/18/8/9/10/22	1
8947	259986	0/1/2/3/7/5/6/4/8/9	259986	0/1/2/3/4/5/6/7/8/9	0
8948	348560	0/1/2/3/4/5/10/7/8/9/6/11/12/13/14	348560	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14	0
8949	34397	0/5/2/3/4/1/6/7/19/9/10/11/12/21/14/15/16/17/18/19/20/21/22/6/24/25/26/27	34397	0/1/2/3/4/5/6/7/19/20/10/11/12/21/14/15/16/17/18/19/9/13/22/6/24/25/26/27	1
8950	123889	0/1/2/3/4/5/(205720,3):(103138,11):(314918,6):(372692,18)/7/8/9/10/11/12/13/14/15/16	123889	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16	1
8951	147839	0/1/7/3/4/13/6/7/16/9/20/11/12/13/14/15/8/17/10/19/20	147839	0/1/7/3/4/5/6/7/8/17/20/0/1/5/6/15/16/17/20/19/10	0
8952	420792	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/12/18/19/20/16/22/8/24/25/(98742,16):(142249,7):(419215,5):(520017,8)/27	420792	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22/23/24/25/26/27	1
8953	27538	0/15/2/17/4/8/6/7/20/9/10/11/19/13/14/1/2/17/18/12/20/21/22/23/24/25/26/27/28/29/7/31	27538	0/15/16/3/4/20/6/30/8/9/10/11/12/22/14/15/2/3/18/12/5/21/22/23/24/25/26/27/28/29/30/31	1
8954	167896	7/0/1/2/3/4/9/6/7/8/9/7/11/10	167896	0/1/2/3/4/9/6/8/9/11	1
8955	439555	0/1/9/3/4/5/6/7/8/2/10/11	439555	0/1/2/3/4/5/6/7/8/9/10/11	0
8956	141697	0/1/2/3/4/5/21/7/22/23/10/11/7/13/14/15/16/17/18/19/20/6/22/9/24/25/26/27/28	141697	0/1/2/3/4/5/6/12/22/9/10/11/7/13/14/15/16/17/18/19/20/21/8/23/24/25/26/27/28	0
8957	82365	0/1/2/3/4/5/6/7/8/9/10/11	82365	0/1/2/7/4/5/6/3/8/9/10/11	0
8958	488001	0/1/2/3/4/10/6/7/8/9/10/11/12/13/14	488001	0/7/2/3/4/10/11/1/8/9/5/6/12/13/14	1
8959	507090	0/1/2/9/4/5/6/25/8/22/10/11/12/13/14/9/17/18/19/11/21/15/16/23/24/25/26/27	507090	0/1/2/3/4/5/6/25/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22/23/24/25/26/27	0
8960	467956	0/1/2/3/4/5/3/7	467956	0/1/5/6/4/2/6/7	0
8961	225802	0/1/2/3/4/5/6/7/21/9/10/11/12/13/14/15/16/17/18/19/20/8/22/23/13/25	225802	0/1/2/3/4/5/6/7/8/22/23/11/12/13/14/15/16/17/18/19/20/21/9/10/13/25	1
8962	106068	0/1/2/3/5/7/8/10/11/12/14/15/16	106068	4/0/1/2/3/9/5/9/7/8/9/10/11/12/4/14/15/16/13	1
8963	160783	0/1/2/15/4/5/9/7/8/15/10/17/12/13/14/15/16/11/18/19	160783	0/1/2/6/4/5/15/7/14/9/10/17/18/13/8/3/16/17/12/19	0
8964	365033	5/1/2/3/4/0/6/7/8/9/10/11/12	365033	0/1/2/3/4/5/6/7/8/11/10/9/12	1
8965	395411	6/1/11/3/4/13/0/7/8/9/10/2/3/13	395411	0/1/2/3/4/5/0/7/8/9/10/11/12/5	0
8966	301581	0/1/2/9/12/5/6/11/7/8/3/10/4/13/14/15	301581	0/1/2/3/4/5/6/7/8/9/10/11/4/13/14/15	0
8967	122771	0/1/2/3/4/5/8/7/6	122771	0/1/2/5/4/3/6/7/6	1
8968	128324	0/1/2/3/4/5/6/7/8/9	128324	0/1/2/3/4/7/8/6/5/9	0
8969	399582	0/1/2/3/10/5/6/7/8/9/10/11/12/13	399582	0/1/2/3/4/11/6/7/8/9/10/5/12/13	0
8970	347161	0/1/2/4/5/17/9/6/7/14/10/11/12/13/14/15/16/3/18/19	347161	0/1/2/3/4/5/6/18/8/9/10/11/12/13/9/15/16/17/7/19	0
8971	35444	0/1/2/3/4/18/6/7/8/9/10/12/14/15/20/17/5/19/16	35444	11/0/1/2/3/4/5/2/7/8/9/10/11/12/11/14/15/20/17/18/19/20/13	0
8972	425520	0/1/2/3/4/5/6/7/13/9/10/11/12/8/14/15/16/17/18/19/20	425520	0/1/2/3/4/5/6/7/8/9/10/11/19/18/12/8/14/15/16/20	1
8973	311777	0/1/2/6/4/5/3/7/8/9/10/11/12/13	311777	0/1/2/3/4/5/6/7/8/9/10/11/12/13	0
8974	431495	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18	431495	0/1/2/7/4/(435727,4)/(5059,16)/5/6/3/(36903,10)/(272512,6)/(359637,10)/11/12/13/14/15/16/5/18	0
8975	206648	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22	206648	0/1/2/12/4/5/6/7/8/9/10/11/3/13/14/15/16/17/18/19/20/21/22	0
8976	308491	0/1/6/9/4/5/2/7/8/3/10	308491	0/1/6/3/4/5/6/7/8/9/10	0
8977	101547	0/7/2/3/(221966,2):(389529,3):(7108,5)/5/(2168,5)/6/7/12/(11859,14)/(81045,11)/(344729,13)/10/11/8/13/14/15/(221966,2):(389529,18):(109274,4)/5/(33379,16)/18	101547	0/1/2/3/16/5/18/1/8/9/10/11/12/13/14/15/4/5/6	0
8978	368699	13/1/6/7/4/5/2/3/8/9/10/11/12/0/14	368699	13/1/2/7/4/5/6/3/8/9/10/11/12/0/14	0
8979	466985	0/16/2/3/4/5/6/7/8/9/10/11/12/13/14/15/1/17/18	466985	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18	0
8980	126601	0/1/2/3/4/5/8/7/17/9/10/11/12/14/25/5/17/18/19/20/21/22/23/24/25	126601	0/22/2/3/4/5/8/7/8/9/10/11/12/14/13/15/16/17/18/19/20/21/22/23/24/25	1
8981	471872	0/1/2/3/4/5/6/7/8/9/10/11/12/5/14/15/16	471872	0/1/2/3/12/13/6/7/8/9/10/11/4/5/14/15/16	0
8982	455993	0/1/2/3/4/5/6/7/8/9/10/11	455993	0/1/2/3/9/10/6/7/8/4/5/11	0
8983	372207	0/1/2/3/4/10/6/7/13/9/5/11/7/13/14	372207	0/1/2/3/4/10/11/7/8/9/10/6/7/13/14	1
8984	398692	0/1/2/3/4/5/6/3/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22/23	398692	0/1/2/3/8/5/6/7/4/9/10/11/12/13/14/15/16/17/18/19/20/21/22/23	0
8985	456591	0/1/2/3/12/11/14/7/16/17/10/5/4/13/14/7/16/9/18/19/20/21/22/23/24/25/26	456591	0/1/2/3/12/11/6/15/16/9/10/11/12/13/14/15/16/9/18/19/20/21/22/23/24/25/26	1
8986	103572	0/1/2/3/4/5/6/7/8/9/17/11/12/13/14/15/16/10/18/19/20/21/22/23/24	401716	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22/23/24	0
8987	51537	0/8/2/3/4/5/6/7/8/9/10/11/12/13/14	51537	0/1/12/3/4/5/6/7/1/9/10/11/2/13/14	0
8988	185097	0/1/2/3/4/5/6/7/8/9/26/11/12/13/14/15/16/17/18/19/20/21/22/23/7/25/30/27/28/29/30/31	185097	0/1/2/3/4/5/6/24/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22/23/24/25/26/27/28/29/30/31	1
8989	482054	0/1/2/3/4/5/6/11/8/9/10/7/12/13/14	482054	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14	0
8990	305938	0/1/21/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/2/22/23/24/25/26/27	305938	0/1/2/3/14/5/6/7/8/9/10/11/12/5/14/15/16/17/21/19/20/2/22/23/24/25/26/27	1
8991	120311	0/1/2/3/4/9/10/11/8/5/6/7/12	120311	0/1/2/3/4/5/10/7/8/9/10/7/12	1
8992	357611	0/1/2/3/4/5/6/7/8/9	357611	0/7/8/3/4/5/6/1/8/9	0
8993	243139	0/1/2/3/4/5/6/7/8/9/10/11/12/20/21/22/15/16/17/18/19/20/14/23	243139	0/1/2/3/4/5/6/7/8/9/10/11/12/20/14/15/16/17/6/19/20/21/22/23	0
8994	11465	0/1/2/6/4/5/3/7/8/2/10/11/(403878,0)/13/14/15/16/17	11465	0/1/2/3/4/2/6/7/8/2/10/11/12/13/14/15/16/17	1
8995	398852	0/14/2/3/4/5/6/7/17/15/10/11/12/23/8/9/16/1/18/19/25/11/12/23/8/25/26/27/28	398852	0/24/2/3/4/5/6/7/14/9/10/21/22/23/24/15/16/17/18/19/20/11/22/13/1/25/26/27/28	0
8996	235754	0/5/2/3/4/1/6/7/8/9/10/11/12	235754	0/1/2/3/4/5/6/7/8/9/10/11/12	0
8997	119337	0/1/2/8/4/5/6/7/3/9/10	119337	0/1/7/8/9/5/6/2/8/4/10	0
8998	310056	0/1/8/9/4/5/6/7/2/3/4/11/12/13/14/15/16	310056	0/1/2/9/10/5/6/7/8/9/4/11/12/13/14/15/16	0
8999	318345	0/1/2/3/4/5/6/7/8/5/10/11/12	318345	0/1/8/9/6/7/2/3/4/9/10/11/12	0
9000	359336	0/1/2/5/4/3/6	359336	0/1/2/3/4/5/6	0
9001	109732	0/1/2/3/4/5/1/7/17/9/10/11/12/13/8/15/16/14/18/19/20	109732	0/6/2/3/4/5/1/7/8/9/10/11/12/13/8/15/16/17/18/19/20	0
9002	432310	0/1/9/10/4/12/13/7/8/2/13/11/9/10/14/15/16/17/18/19	432310	0/1/2/13/4/9/6/7/8/9/10/11/2/3/14/15/16/17/18/14	0
9003	338852	0/1/2/3/4/5/13/7/8/9/10/11/12/6/14/15/16/17/18/11/20/21/22	338852	0/1/2/3/4/12/13/7/19/9/10/8/5/13/14/15/16/17/18/11/20/21/22	0
9004	227433	0/1/2/3/4/5/6/7/8	227433	0/1/2/3/4/5/6/7/8	1
9005	417941	0/1/14/15/4/5/6/7/8/9/10/11/12/13/2/3/4/17	417941	0/1/2/15/4/5/6/7/8/9/10/11/12/13/14/15/16/17	0
9006	315678	0/1/2/8/4/5/6/7/3/9/10/11/12/13	315678	0/1/2/3/4/5/6/7/8/9/10/11/12/13	0
9007	473314	0/1/2/3/4/5/6/7/8/9/10/11	473314	0/1/(257261,13)/4/5/6/7/8/9/10/11	0
9008	460941	0/4/5/6/2/3/1/7/8	460941	0/1/2/3/4/5/6/7/8	1
9009	96858	0/1/2/3/8/6/5/9	96858	4/0/1/2/3/4/5/6/4/8/9/7	0
9010	40569	0/1/16/3/4/5/17/7/20/9/10/11/12/13/14/15/16/17/18/19/8/21	40569	0/1/2/3/4/5/6/7/8/9/10/11/12/16/14/15/2/17/18/19/20/21	0
9011	268307	0/9/2/3/15/16/17/7/8/9/10/11/12/2/3/4/16/6/18	268307	0/1/2/14/4/5/6/7/8/1/10/11/12/13/14/4/5/17/18	0
9012	307162	0/1/2/15/(22282,8)/6/7/8/9/20/11/22/23/14/15/16/17/18/7/20/21/22/13/24	307162	0/1/2/15/(113806,6)/6/7/8/9/20/11/12/13/14/3/16/17/18/19/20/21/22/23/24	0
9013	206764	0/1/2/3/16/5/(201015,9)/7/8/9/10/11/12/13/17/18/16/14/15/19/20/21/22	206764	0/1/2/3/16/5/6/7/8/9/10/11/12/13/17/15/16/14/18/19/20/21/22	0
9014	420911	0/1/2/5/10/9/20/(141149,3):(137294,5):(420911,13)/14/15/16/17/18/9/4/7/6/7/8/21/22/23/24	420911	0/1/2/5/4/7/6/3/8/9/10/(287283,2):(184293,9):(420911,13)/17/15/16/17/18/19/20/21/22/23/24	0
9015	534684	0/1/2/3/4/5/6/7/8/9/10	534684	0/1/2/3/4/8/6/7/5/9/10	0
9016	482195	0/1/2/3/4/5/6/12/8/9/10/11/7/13/14	482195	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14	0
9017	22563	0/1/2/3/4/5/6/7/11/9/10/8/12/13/14/15/16/17/18/19/20/21/22/23/24/25/26/27/28/29/30/31/32/33/34/35/36/37	22563	0/1/2/3/4/5/6/7/8/9/10/11/12/13/18/15/16/33/18/19/20/21/22/23/24/25/26/27/28/29/30/31/32/33/34/35/36/37	0
9018	288537	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16	288537	0/1/2/3/4/5/6/7/8/13/10/11/12/9/14/15/16	0
9019	114425	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20	114425	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20	1
9020	314071	0/1/2/3/4/5/6/7	314071	0/1/2/3/4/5/6/7	1
9021	369401	0/1/2/3/4/5/6/7/8/5/10/11/12	369401	0/1/2/3/4/5/10/11/8/5/6/7/12	1
9022	390383	0/1/2/3/4/5/6/7/11/9/10/8/12/13/14/15/16/17/18/19/20/21/22/23/24	390383	0/1/2/3/4/5/6/7/8/9/10/11/9/13/14/15/16/17/18/19/20/21/22/23/24	1
9023	303672	0/1/2/5/4/3/6/7	303672	0/1/2/3/4/5/6/7	0
9024	160508	5/0/1/2/3/11/5/6/5/8/9/10/11/12/13/14/15/16/17/7	160508	0/1/2/3/(281344,3):(136658,1)/12/9/10/4/8/13/14/15/16/17	0
9025	240620	0/1/2/3/4/5/6/13/4/9/10/11/12/7/14	240620	0/1/5/3/4/11/12/7/4/9/10/11/6/13/14	0
9026	353638	0/5/2/3/11/1/6/7/8/9/10/4/12/13/14/15/16/11/18/19/20/21	353638	0/1/2/3/17/5/6/7/8/9/10/11/12/13/14/15/16/0/18/19/20/21	0
9027	456020	0/4/2/3/1/5/6	456020	0/1/2/3/4/5/6	0
9028	369025	0/1/7/5/4/3/6/2/8/9/10/11/12/17/14/15/16/17	369025	0/1/2/5/4/5/6/7/8/9/10/11/12/13/14/15/16/13	1
9029	376408	0/1/2/3/4/5/6/7/8/9/10/11/12/13	376408	0/1/2/3/4/5/6/7/8/9/10/11/12/13	1
9030	167357	0/1/6/3/4/5/2/7/8/9/10/17/18/19/14/15/10/11/12/13/20/21/22/23/14/25/26/27/28/29/30/31/32	167357	0/1/6/3/4/5/6/7/8/9/10/17/18/13/14/15/30/11/12/19/20/21/22/23/24/25/26/27/28/29/10/31/32	0
9031	70830	0/5/3/1/2/6	70830	0/1/2/3/4/5/6	0
9032	231076	20/1/2/3/4/23/6/7/8/9/10/11/12/13/14/15/16/17/18/19/0/28/22/23/24/25/26/19/21/13/30/31/32/33/34	231076	20/1/2/3/4/23/6/7/8/9/10/11/12/29/14/15/16/17/18/27/20/21/22/5/24/25/0/19/28/13/30/31/32/33/34	0
9033	22724	0/12/13/14/15/5/6/7/8/9/10/11/1/13/3/15/16/17/18/19	22724	0/12/13/3/15/5/6/7/8/9/10/11/12/2/14/15/16/17/18/19	0
9034	223964	0/1/2/3/4/5/6/7/8/12/10/11/9/13/14/15	223964	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15	1
9035	415912	0/1/2/3/4/5/6/7/8/9/10	415912	0/5/2/3/4/1/6/7/8/9/10	0
9036	35759	0/1/2/3/4/5/8/7/6/9/10/11/12/13	35759	0/1/2/3/4/5/6/7/8/9/10/11/12/13	0
9037	530895	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22/23/24	530895	0/1/2/3/4/16/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22/23/24	1
9038	84772	0/1/2/3/4/9/6/7/8/9	84772	0/1/2/3/4/9/6/7/8/9	1
9039	253153	0/4/2/3/1/5/6	253153	0/1/2/3/4/5/6	0
9040	360408	0/1/2/3/4/5/6/7/8/12/(390949,3)/(310142,9)/(172347,31)/14/(58523,7)/(79341,13)/19	360408	0/1/2/7/4/5/2/3/8/12/(495634,6)/(276061,11)/(509874,17)/14/(315791,13)/(372068,17)/19	0
9041	467163	0/1/2/3/10/5/6/7/8/9/10/11/12/13/14/15/16	467163	0/1/2/9/10/11/6/7/8/3/4/11/12/13/14/15/16	0
9042	135751	0/1/2/3/4/5/6/7/8/9/10/11/12/13	135751	0/1/2/3/4/10/6/7/8/9/5/11/12/13	0
9043	322674	0/1/2/3/4/5/6/7/8	322674	0/1/2/7/4/5/6/3/8	0
9044	304401	0/1/5/6/4/2/3/7/8/9	304401	0/1/2/3/4/5/6/7/8/9	1
9045	521440	0/1/2/3/4/5/6/10/8/9/15/16/17/18/14/15/11/12/13/19	521440	0/1/2/3/4/5/6/15/8/9/7/11/17/13/14/7/16/17/18/19	1
9046	272086	0/1/2/3/4/5/6/7/8/9/14/11/12/13/10/15	272086	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15	1
9047	50129	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21	50129	0/1/2/3/4/5/6/7/10/11/8/9/12/13/14/15/16/17/18/19/20/13	0
9048	414729	0/1/2/3/4/10/6/7/8/9/10/11/12/13/14/15/16/17	414729	0/1/2/3/4/10/6/7/8/9/10/13/12/11/14/15/16/17	0
9049	340561	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18	340561	0/1/2/3/4/10/11/7/(392773,12):(289445,9):(64080,2)/(320463,5)/9/5/6/12/4/14/15/16/17/18	0
9050	60458	0/1/2/3/17/5/6/7/8/9/10/17/12/13/14/15/16/17/18/19	60458	0/1/2/3/4/18/6/7/8/9/10/4/12/13/14/15/16/17/18/19	1
9051	364056	17/18/8/3/27/5/6/7/2/22	364056	23/1/2/3/4/5/6/7/8/29	0
9052	494048	0/6/(98219,4)/3/4/5/1/7/8/9/2/(131100,16)/11/12/13/14/15/16/17/18	494048	0/6/2/3/4/5/1/7/8/9/10/11/12/13/14/15/16/17/11	0
9053	125498	0/1/2/3/4/5/6/7/8/9/10/11	125498	0/1/2/3/4/5/6/9/8/7/10/11	0
9054	301006	0/1/2/3/4/5/6/7/8/13/14/11/8/9/10/15/16/17/18/19/20/21/22/23/24/25/26	301006	0/1/2/3/4/5/6/7/12/9/10/11/8/13/14/15/16/17/18/19/20/21/22/23/24/25/26	0
9055	483770	0/1/2/3/4/5/6/(510119,4):(204177,11):(478386,10)/8/(156224,8)/10/11/12/13/14/15/16/17/18	483770	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18	0
9056	369749	0/1/2/3/4/5/6/7/8/9/10/23/12/13/14/15/16/17/18/19/20/26/22/23/24/25/21/27/28/29	369749	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/2/19/20/21/22/11/24/25/26/27/28/29	0
9057	354869	0/1/13/14/4/5/6/7/8/9/10/11/12/13/3/4/5/17/18	354869	0/1/2/3/4/5/17/7/8/1/10/11/12/2/3/4/5/6/18	0
9058	62481	0/1/2/3/8/5/6/7/8/12/10/11/9/13/14	62481	0/1/2/3/4/2/6/7/8/9/10/11/12/13/14	0
9059	214694	0/12/13/3/15/5/6/7/8/9/10/11/1/2/14/15/16/17/18/19	214694	0/12/2/14/4/5/6/7/8/9/10/11/1/13/3/15/16/17/18/19	0
9060	471048	0/1/2/3/4/5/6/7/8/9/10	471048	0/1/2/3/4/5/9/7/8/6/10	0
9061	18445	0/1/2/3/4/7/6/5/8/9/10	18445	0/1/2/7/4/3/9/3/8/6/10	1
9062	409706	0/1/2/3/4/5/6	409706	0/1/2/3/4/5/6	1
9063	217505	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14	217505	0/1/2/3/4/5/12/7/8/9/10/11/6/13/14	0
9064	75901	0/1/2/3/4/5/6/16/8/9/10/11/12/13/14/15/7/17/18/19/20/21	75901	0/1/14/15/3/4/5/6/7/8/9/4/11/12/13/2/7/17/18/19/20/21	0
9065	116454	6/1/2/3/4/5/0/7/8/9/10/11/12/13/14/15/16/17/18/19	116454	0/1/2/3/4/5/6/7/8/9/10/11/12/18/14/15/16/17/13/19	0
9066	68871	0/1/2/3/4/5/6/7/8	68871	0/1/2/3/4/5/6/7/8	1
9067	228945	0/1/2/3/8/5/6/7/4/9/10/11/12/13/14	228945	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14	0
9068	128522	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19	128522	0/1/15/3/4/5/6/7/8/9/10/11/12/13/14/2/16/17/18/19	0
9069	441329	0/1/2/3/4/5/6/25/18/9/10/11/12/13/14/15/16/17/18/19/20/21/22/23/15/7/26	441329	0/1/2/3/4/5/7/18/9/10/11/12/13/14/24/6/7/8/19/20/21/22/23/24/16/17/26	0
9070	537009	0/1/2/3/4/5/6/7/8/9/19/18/12/13/14/15/16/17/18/10/20/21/22/23	537009	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22/23	0
9071	135736	0/1/2/3/4/5/6/7/20/9/10/11/12/13/14/15/16/17/18/19/20/21/22/23/24/25/26/27	135736	0/1/2/3/4/5/6/7/20/9/10/11/14/13/12/15/16/17/18/19/20/21/22/23/24/25/26/27	0
9072	459358	0/1/2/3/4/5/6/7/8/9/10/11	459358	0/6/7/8/9/10/2/3/4/5/1/11	0
9073	285574	0/1/2/3/7/8/6/4/5/9	285574	0/1/2/3/4/5/6/7/8/9	0
9074	146226	0/16/2/3/4/5/6/7/8/1/17/10/18/12/13/14/15/5/11/19	146226	0/16/2/3/4/1/6/7/8/1/10/11/12/13/14/15/9/17/18/19	0
9075	314215	0/1/2/3/4/5/6/7/8/9	314215	0/1/2/3/4/5/6/7/8/9	1
9076	366059	0/1/2/3/4/5/6/7/8	366059	0/1/5/3/4/2/6/7/8	0
9077	88719	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14	88719	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14	1
9078	344072	0/8/2/3/4/5/6/7/1/9/10	344072	0/1/2/3/4/5/6/7/8/9/10	0
9079	530632	6/0/1/2/3/4/5/6/7/6/9/10/11/12/8	530632	0/1/2/3/4/5/7/9/10/11/12	1
9080	497042	0/1/2/3/4/5/12/7/3/9/10/5/6/13	497042	0/1/9/3/4/11/6/7/8/2/10/5/12/13	0
9081	374243	0/1/2/3/4/5/23/7/8/9/10/11/12/13/14/5/16/17/18/19/20/21/22/6/24/25/26/27	374243	0/22/(298420,1)/2/3/18/5/23/27/8/9/10/11/12/13/14/15/1/17/4/19/20/21/16/6/24/25/26/7	0
9082	180664	0/1/2/8/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/17/22/23/24/25/26/30/28/29/27/31/32/33/34	180664	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/22/19/20/21/18/23/24/25/26/27/28/29/30/31/32/33/34	1
9083	447472	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17	447472	0/1/2/3/4/5/6/7/8/9/15/16/12/13/14/10/11/17	0
9084	397637	0/1/2/3/4/5/6/7/8/6/10/11/12/13/11/15/16/17/18/19/20	397637	0/1/2/16/4/5/6/7/8/6/10/14/12/3/14/15/13/17/18/19/20	0
9085	128236	0/1/2/3/4/5/6/7/8/9/10/11/16/17/14/15/12/17/18	128236	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/13/18	0
9086	405600	0/7/8/3/4/5/6/1/2/9/10/11/12	405600	0/1/2/3/4/5/6/7/8/9/10/11/12	0
9087	413508	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22/23	413508	0/1/2/3/4/5/6/7/8/9/10/11/12/13/17/15/16/21/18/19/20/14/22/23	0
9088	357950	14/1/2/3/4/5/6/7/8/9/24/11/10/21/14/15/16/17/18/19/20/21/22/23/12/25/26/27/28/13	357950	14/15/2/3/4/5/6/7/8/9/10/11/12/21/0/15/16/17/18/19/20/13/22/23/24/25/26/27/28/29	1
9089	265919	0/1/2/6/4/5/3/7	265919	0/1/5/6/4/2/3/7	1
9090	518205	0/1/2/18/4/5/6/7/8/9/10/11/17/3/14/15/16/12/18/19	518205	0/1/12/18/4/5/6/7/8/9/10/11/12/18/14/15/16/17/18/19	0
9091	423151	0/1/2/12/4/5/6/7/(442427,10)/8/9/10/11/3/13/14/15	423151	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15	0
9092	535316	0/1/2/3/4/14/6/16/8/9/10/11/12/13/5/6/7/17/18/19/20/21	535316	0/1/2/3/4/14/15/7/8/9/10/11/12/13/5/15/16/17/18/19/20/21	0
9093	224145	0/1/2/3/4/2/6/7/8/9/10/11/12/13/14	224145	0/1/5/3/4/5/9/7/8/6/10/11/12/13/14	1
9094	239525	0/1/2/3/4/5/6/7/3/9	239525	0/1/7/8/4/5/6/2/3/9	0
9095	65717	0/5/6/3/4/1/2/7	65717	0/1/2/3/4/5/6/7	0
9096	438275	0/7/8/9/10/11/1/2/3/4/5/2/12/13/14	438275	0/1/6/3/4/5/2/7/8/9/10/11/12/13/14	0
9097	531059	0/1/2/3/6/5/4/7/21/9/10/24/12/13/14/15/16/17/18/19/20/8/22/23/11/25/26/27/28	531059	0/1/2/3/4/5/6/7/21/9/23/24/12/13/14/15/16/17/18/19/20/21/22/10/11/25/26/27/28	0
9098	327654	0/1/2/3/11/5/19/7/8/9/10/4/12/13/14/15/16/17/10/6/4/21	327654	0/1/2/3/20/5/19/7/8/9/10/20/12/13/14/15/16/17/10/6/11/21	1
9099	215801	0/1/2/6/4/19/6/7/16/9/10/11/12/13/17/15/16/17/18/5/20/21	215801	0/1/2/3/4/5/3/7/16/9/10/11/12/13/17/15/16/14/18/19/20/21	0
9100	392664	0/1/2/3/7/10/6/7/8/9/5/11/12	392664	0/1/2/3/7/5/6/4/8/9/10/11/12	0
9101	452365	0/4/2/3/1/5/6	452365	0/1/2/3/4/5/6	0
9102	368257	0/1/2/7/4/5/6/3/8/9	368257	0/1/2/3/4/5/6/7/8/9	0
9103	422950	0/1/2/3/4/5/6/7/8/9/10/25/12/13/14/15/16/17/18/19/20/10/22/23/24/11	422950	0/1/2/3/4/5/6/7/8/23/21/25/12/13/14/15/16/22/18/19/20/21/22/9/24/11	0
