,answer1,answer2,label,sas,f1,berttrained,bertvanilla,bi_encoder,bleu,rouge_L,meteor,0_bert_score_prime,1_bert_score_prime,2_bert_score_prime,3_bert_score_prime,4_bert_score_prime,5_bert_score_prime,6_bert_score_prime,7_bert_score_prime,8_bert_score_prime,9_bert_score_prime,10_bert_score_prime,11_bert_score_prime,0_bert_score,1_bert_score,2_bert_score,3_bert_score,4_bert_score,5_bert_score,6_bert_score,7_bert_score,8_bert_score,9_bert_score,10_bert_score,11_bert_score,12_bert_score_prime,12_bert_score
669,"British merchants or fur-traders, Céloron informed them of the French claims on the territory and told them to leave.",buried lead plates,0.0,0.0092376237735152,0.0,0.1066377013921737,0.294687956571579,0.0774423778057098,0.0,0.0,0.0,0.11300073,0.153767,0.20571586,0.23349608,0.21096377,0.16268927,0.18168513,0.21486153,0.21674456,0.21540663,0.19393006,0.23542729,0.12411742,0.17872939,0.29468805,0.33067364,0.35443836,0.38304785,0.38403875,0.36718947,0.38593754,0.38855502,0.4127189,0.47580436,0.10663768,0.36452088
670,"very badly disposed towards the French, and are entirely devoted to the English",what way they could be brought back,0.0,0.0190683584660291,0.0,0.0728532075881958,0.3283704221248627,-0.0065850056707859,0.0,0.0,0.0649350649350649,0.16721071,0.22666422,0.2670114,0.28107256,0.26670638,0.21985473,0.22440194,0.24902427,0.24487986,0.2422066,0.16835186,0.24402441,0.20862204,0.23170266,0.32837042,0.32147762,0.3361825,0.3631063,0.36258227,0.34110183,0.35315225,0.31614444,0.35080516,0.40273976,0.0728532,0.37132585
671,British colonists would not be safe as long as the French were present,forceful,0.0,0.0125205367803573,0.0,0.0485134273767471,0.3355277180671692,0.0111071718856692,0.0,0.0,0.0,0.089201674,0.13673626,0.18955469,0.19344825,0.1552825,0.13669538,0.13951525,0.1987434,0.20718175,0.19889772,0.16889949,0.20020807,0.16135661,0.20044237,0.33552772,0.34422436,0.3343151,0.34447873,0.33474827,0.29233798,0.28828353,0.30305663,0.34150836,0.40192905,0.048513435,0.26525608
672,protect the King's land in the Ohio Valley from the British,"he moved south, he drove off or captured British traders",0.0,0.1452267616987228,0.1111111111111111,0.2645990550518036,0.3921340703964233,0.232036292552948,0.0,0.0909090909090909,0.045045045045045,0.29877275,0.33593756,0.34932497,0.34950027,0.32433426,0.29714388,0.2996558,0.32381654,0.33400092,0.3358258,0.34049046,0.38977796,0.30183554,0.33483973,0.39213407,0.37676698,0.39038333,0.43505898,0.42684248,0.43157786,0.45922953,0.4673237,0.51510435,0.5688887,0.26459906,0.49783128
673,Tanaghrisson,the Mingo,0.0,0.0097541930153965,0.0,0.2207106053829193,0.2719966173171997,0.2349055111408233,0.0,0.0,0.0,0.089167714,0.122301176,0.15265346,0.16471142,0.16769129,0.17907155,0.22008385,0.24797414,0.25002196,0.23965578,0.23306783,0.32957467,0.13809831,0.18359613,0.2719967,0.2902007,0.32367998,0.37690467,0.41343525,0.4306689,0.48161975,0.497878,0.51656157,0.5619847,0.22071072,0.4405667
674,colonel of the Iroquois,He who does great things,0.0,0.0093068601563572,0.0,0.1508837342262268,0.357867419719696,0.1285801231861114,0.0,0.0,0.0,0.13767947,0.17268625,0.1829559,0.19374397,0.17076562,0.15601183,0.16201021,0.20780542,0.21047615,0.19983232,0.18190362,0.2429269,0.1970437,0.26019847,0.3578674,0.352916,0.34091923,0.36093372,0.3424308,0.35200804,0.33589047,0.31697473,0.29686245,0.34422794,0.1508837,0.35714012
675,France's claim to the region was superior to that of the British,Sieur de La Salle had explored the Ohio Country nearly a century earlier,0.0,0.0102439792826771,0.0,0.1365649402141571,0.3751073479652405,0.0758025497198104,0.0,0.0769230769230769,0.0384615384615384,0.26579505,0.31367677,0.3514177,0.37219775,0.34699702,0.31595737,0.32094708,0.33161634,0.33158645,0.32930925,0.31463048,0.33548772,0.30696487,0.33103606,0.37510744,0.36417136,0.3839024,0.41428873,0.40611365,0.40054187,0.42012915,0.4276622,0.45794752,0.49924222,0.1365649,0.470033
676,"Contrecœur led 500 men south from Fort Venango on April 5, 1754",40,0.0,0.0101227359846234,0.0,0.1168664321303367,0.3071494996547699,0.0944909751415252,0.0,0.0,0.0,0.14595719,0.17619418,0.20606682,0.21734102,0.22286284,0.23048733,0.240781,0.25273874,0.255817,0.24615109,0.21308711,0.18844034,0.17509161,0.23933153,0.3071495,0.29597414,0.30112273,0.3063892,0.29500923,0.24398719,0.24198003,0.2504705,0.27086282,0.31527996,0.116866454,0.2254326
677,"with Tanaghrisson and his party, surprised the Canadians on May 28 in what became known as the Battle of Jumonville Glen",killed many of the Canadians,0.0,0.1774833053350448,0.1739130434782608,0.3953262567520141,0.4521352648735046,0.3705443441867829,0.0,0.1538461538461538,0.2238805970149253,0.42103267,0.44638842,0.4591876,0.45542994,0.41463742,0.3551487,0.36625063,0.38824457,0.3911552,0.38875484,0.3919383,0.41831243,0.39786875,0.40969664,0.45213524,0.4298921,0.4336771,0.46169758,0.435494,0.42861795,0.44180492,0.44593486,0.5035426,0.55118454,0.39532623,0.50805074
678,"regain authority over his own people. They had been inclined to support the French, with whom they had long trading relationships",had promised,0.0,0.0169008541852235,0.0909090909090909,0.1824275553226471,0.4273321032524109,0.1270268857479095,0.0,0.0869565217391304,0.1219512195121951,0.283992,0.32155856,0.35467818,0.3626952,0.2979715,0.24724114,0.25798082,0.2754776,0.28484488,0.29056484,0.26087862,0.2542472,0.29530665,0.3403537,0.42733207,0.43493327,0.4194339,0.43363968,0.40779537,0.35514125,0.36151317,0.35496017,0.41156793,0.5076622,0.18242756,0.40207186
679,Albany Congress,the opening of hostilities,0.0,0.0093352692201733,0.0,0.0804986804723739,0.3591950535774231,0.0702443867921829,0.0,0.0,0.0,0.07982736,0.12373416,0.16491917,0.20006114,0.17849076,0.16487832,0.16897784,0.1687062,0.16842288,0.14964518,0.12631421,0.22992876,0.15180142,0.25357682,0.35919502,0.39132157,0.37430313,0.34358183,0.3193067,0.30789578,0.3154282,0.30392918,0.3327564,0.36795822,0.08049867,0.25006494
680,Washington and Thomas Gage,George Washington,1.0,0.310455322265625,0.3333333333333333,0.6074256300926208,0.5628210306167603,0.6399811506271362,0.0,0.3333333333333333,0.2272727272727272,0.40848184,0.4505373,0.4741457,0.48339975,0.48724514,0.50941277,0.5272882,0.5262944,0.5261451,0.5159331,0.50978017,0.56006104,0.48444483,0.5598474,0.5628211,0.5714414,0.5812883,0.59788245,0.6027778,0.608306,0.6216373,0.606251,0.63602173,0.65302354,0.60742563,0.5931903
681,Shirley and Johnson.,British,0.0,0.0092351026833057,0.0,0.2672583758831024,0.3363578617572784,0.2723975777626037,0.0,0.0,0.0,0.16018416,0.19526048,0.23038961,0.23958616,0.21619816,0.19072077,0.1866553,0.2181606,0.21785997,0.21049187,0.21040814,0.20671348,0.20466365,0.24178073,0.33635774,0.3732489,0.36394912,0.35196352,0.3291174,0.27674863,0.25798893,0.23900346,0.30400863,0.36329326,0.2672584,0.33979955
682,Colonel Monckton,British,0.0,0.0120963957160711,0.0,0.1450108736753463,0.2381271719932556,0.1533530950546264,0.0,0.0,0.0,0.071242206,0.10559056,0.15324171,0.16866001,0.16261336,0.14501016,0.1498615,0.17775282,0.16949253,0.15957655,0.14153464,0.17469643,0.14369218,0.17303564,0.23812719,0.24993353,0.2548269,0.288123,0.24131614,0.20809601,0.2297775,0.23410402,0.27060336,0.3202701,0.14501081,0.31188977
683,deportation of the French-speaking Acadian population from the area.,captured Fort Beauséjour,0.0,0.0147227738052606,0.0,0.2281816303730011,0.304259181022644,0.2297636866569519,0.0,0.0,0.0,0.11940912,0.15646267,0.18300971,0.194919,0.22160083,0.21221381,0.22082971,0.25763476,0.25584733,0.2603577,0.24936984,0.31181854,0.17988247,0.2571523,0.3042592,0.30158627,0.3091738,0.34774017,0.3452531,0.3498535,0.3937766,0.42699912,0.49005574,0.5342392,0.22818162,0.49838042
684,Petitcodiac in 1755 and at Bloody Creek near Annapolis Royal in 1757,deportation of the French-speaking Acadian population from the area,0.0,0.0308189038187265,0.0,0.1405285000801086,0.3357570469379425,0.0650784149765968,0.0,0.0,0.0,0.2084341,0.24844031,0.2744119,0.2864771,0.27021697,0.24665265,0.24968322,0.26748586,0.27062705,0.26426333,0.27890018,0.3575779,0.2590546,0.28388315,0.33575702,0.32243282,0.31727538,0.34631625,0.3522442,0.36182353,0.37704173,0.40707684,0.47760472,0.5181477,0.1405285,0.48382893
685,Major General James Abercrombie,Lord Loudoun,0.0,0.0093102715909481,0.0,0.2467550039291381,0.2205485999584198,0.267246663570404,0.0,0.0,0.0,0.11804716,0.16103247,0.19941442,0.21858668,0.22678873,0.24490213,0.2895991,0.31041408,0.30012017,0.30182484,0.28270403,0.336856,0.121261716,0.13443507,0.22054859,0.24027349,0.278668,0.33304524,0.36648867,0.36270338,0.4017178,0.41875115,0.42477524,0.45972085,0.246755,0.4160525
686,Major General Louis-Joseph de Montcalm,Lord Loudoun,0.0,0.009444779716432,0.0,0.2265155017375946,0.2302465885877609,0.2257871776819229,0.0,0.0,0.0,0.13566309,0.187665,0.21207908,0.24122499,0.24640135,0.2697008,0.30568883,0.30694184,0.3021646,0.30240062,0.2881524,0.34719527,0.15088525,0.17117198,0.23024656,0.24588153,0.27422622,0.31662944,0.34971508,0.34927535,0.3884829,0.41148683,0.43997177,0.46140018,0.22651556,0.42715937
687,"attack on New France's capital, Quebec",one major operation,0.0,0.0099340453743934,0.0,0.0931281298398971,0.2976163029670715,0.0519847907125949,0.0,0.0,0.0,0.140877,0.17574157,0.22008872,0.24290425,0.2283488,0.21009131,0.227134,0.25145024,0.25902092,0.2588665,0.21816611,0.23833407,0.18651316,0.21535178,0.2976163,0.3081134,0.31534052,0.35069993,0.35051948,0.32701963,0.340476,0.33842817,0.36270213,0.41187668,0.09512993,0.3274645
688,poor harvest,allegedly corrupt machinations of François Bigot,0.0,0.0093302791938185,0.0,0.095213882625103,0.29469895362854,0.0383086241781711,0.0,0.0,0.0,0.112803124,0.13569106,0.16393724,0.18026045,0.18139693,0.17045224,0.17928909,0.19411732,0.21887751,0.20515046,0.20106284,0.2643617,0.13660562,0.20176502,0.2946989,0.31923965,0.34947965,0.37934208,0.38338593,0.41222975,0.4445622,0.47352788,0.4795008,0.53896683,0.095213935,0.40598807
689,Loudoun,Duke of Cumberland,0.0,0.0094501255080103,0.0,0.3065550625324249,0.2599348127841949,0.3352147936820984,0.0,0.0,0.0,0.077019826,0.09117566,0.12075823,0.1444284,0.13504523,0.15536317,0.18483494,0.23002513,0.2446381,0.24735421,0.25058973,0.3138564,0.15246595,0.17580087,0.25993484,0.28442204,0.30408478,0.31332347,0.32507008,0.30446523,0.3125702,0.32666728,0.33858573,0.3358841,0.30655506,0.2757958
690,"disappearance of a strong ally and counterweight to British expansion, leading to their ultimate dispossession",elimination of French power,0.0,0.0118728121742606,0.1111111111111111,0.3623064458370209,0.4385881423950195,0.3536939024925232,0.0,0.1052631578947368,0.0961538461538461,0.30114967,0.3566924,0.39925125,0.43970075,0.45928526,0.44234505,0.45763546,0.47902015,0.47454837,0.4708795,0.46122944,0.48117453,0.3223113,0.37515765,0.43858805,0.4407057,0.4659483,0.51940185,0.51739067,0.5359593,0.54048467,0.54363,0.5765557,0.64429,0.36230645,0.56827337
691,Choctaw and the Creek,tribes that did not want to do business with the British,0.0,0.017181571573019,0.0,0.2418199330568313,0.3651931583881378,0.210820347070694,0.0,0.1333333333333333,0.0485436893203883,0.24309532,0.26727885,0.28429633,0.28992757,0.2601021,0.23501545,0.24002649,0.27737835,0.2748581,0.28568769,0.28917557,0.32688618,0.30281225,0.30319574,0.3651931,0.3571866,0.36888462,0.40054625,0.38414896,0.38270274,0.39290148,0.35658494,0.38545737,0.42584366,0.24181989,0.37589136
692,on the ground,heavy bodies to fall,0.0,0.0370759256184101,0.0,0.2023010998964309,0.3728739619255066,0.196155846118927,0.0,0.0,0.0,0.14877012,0.18480465,0.21755394,0.23604314,0.24570498,0.2511624,0.23469087,0.25943872,0.26803866,0.2853731,0.23033778,0.27868003,0.25608614,0.3006564,0.37287396,0.37397528,0.3793447,0.402502,0.41444772,0.3970029,0.40462294,0.4061507,0.44565126,0.5292355,0.20230107,0.41388944
693,unnatural,natural motion,0.0,0.1831191182136536,0.0,0.5992302894592285,0.4418132901191712,0.6246156692504883,0.0,0.0,0.0,0.23588419,0.3057531,0.32373643,0.3367231,0.37592006,0.4459913,0.47693276,0.4908176,0.49830213,0.51305544,0.522312,0.58237755,0.34723458,0.38240138,0.44181326,0.4600785,0.4821404,0.5270345,0.5294793,0.52510625,0.54099786,0.55272037,0.5725765,0.6272495,0.5992302,0.52364546
694,impetus,gravity,0.0,0.0094601297751069,0.0,0.3347398936748504,0.4200023412704468,0.374145895242691,0.0,0.0,0.0,0.11347083,0.1534154,0.23217782,0.3133269,0.40417233,0.37443036,0.34760064,0.33956134,0.3462401,0.34012768,0.31092262,0.46789324,0.23976886,0.27613747,0.42000237,0.49764544,0.57320994,0.6386689,0.6661406,0.6930804,0.730109,0.76973486,0.7696395,0.80133593,0.33473998,0.7857537
695,Galileo,Galileo Galilei,2.0,0.7539038062095642,0.6666666666666666,0.8607457876205444,0.5635877847671509,0.8799965381622314,0.0,0.6666666666666666,0.2631578947368421,0.5814116,0.6218897,0.6497644,0.6694022,0.7129319,0.7546046,0.77376807,0.8008466,0.81037563,0.80702204,0.8063064,0.8414027,0.48423895,0.5570495,0.56358796,0.5348283,0.5556368,0.5530889,0.5268197,0.51734024,0.4997286,0.4731858,0.47443208,0.44380218,0.86074615,0.3442252
696,friction,gravity,0.0,0.0093241278082132,0.0,0.2935123443603515,0.4394356906414032,0.3310677707195282,0.0,0.0,0.0,0.16312751,0.23545182,0.28743136,0.3591286,0.44650078,0.4719273,0.4563033,0.42262608,0.39856157,0.3836132,0.37288877,0.45954627,0.2900664,0.33063346,0.43943566,0.55250674,0.60223377,0.65888304,0.6823405,0.6970904,0.7393644,0.79057866,0.7923348,0.79180884,0.29351243,0.7589485
697,Newton's First,first law,1.0,0.2797195613384247,0.5,0.5780545473098755,0.4935154020786285,0.5699639320373535,0.0,0.4,0.2380952380952381,0.19647206,0.2757012,0.31734407,0.3693988,0.34405032,0.41934234,0.44076288,0.47035694,0.49202767,0.51947653,0.548918,0.563888,0.42888194,0.43789846,0.49351534,0.46760374,0.46933606,0.477633,0.48228443,0.47554785,0.47506934,0.464849,0.49186465,0.529873,0.57805455,0.43817818
698,the same,a Galilean transformation,0.0,0.0095590148121118,0.0,0.0985270664095878,0.3873990774154663,0.0769028663635253,0.0,0.0,0.0,0.16845821,0.2218705,0.2460475,0.24945426,0.2682377,0.22087112,0.2105319,0.24734874,0.25209966,0.23691322,0.20367777,0.1806162,0.28442273,0.31486362,0.3873991,0.36294448,0.37774864,0.3925402,0.3801464,0.36292323,0.405621,0.39435723,0.4113117,0.47780845,0.09852706,0.40265462
699,General relativity,coherent theory of quantum gravity,0.0,0.0775519460439682,0.0,0.4479727745056152,0.3918065130710602,0.4597738087177277,0.0,0.0,0.0,0.365423,0.39426965,0.43253085,0.46041802,0.47065118,0.44031644,0.42957976,0.439583,0.43764544,0.43148732,0.40937024,0.4940261,0.22345865,0.36272553,0.39180648,0.42924303,0.4674353,0.51566637,0.52233654,0.5324555,0.5477164,0.56181157,0.6580601,0.6824905,0.4479728,0.66140324
700,fixed,an equality,0.0,0.0144291119650006,0.0,0.2421664744615554,0.3808621764183045,0.2689846754074097,0.0,0.0,0.0,0.11230343,0.19682448,0.21874341,0.20625298,0.22788016,0.20730999,0.21190245,0.23051728,0.23824134,0.2485878,0.20677575,0.30409256,0.16691935,0.24258897,0.38086224,0.4464441,0.46069926,0.45695052,0.46348527,0.46527818,0.44783357,0.48937094,0.5228473,0.5671341,0.24216644,0.48087946
701,Newton's Third,The third law,1.0,0.5438104867935181,0.5,0.7010911107063293,0.5356194376945496,0.7104904055595398,0.0,0.3333333333333333,0.1666666666666666,0.21868701,0.28477028,0.3433667,0.39794445,0.41085562,0.46709082,0.48867482,0.54010075,0.56712395,0.59166384,0.60388255,0.6476557,0.40933126,0.47125486,0.5356194,0.49370104,0.50612867,0.52188987,0.5309035,0.5353404,0.5248992,0.52781856,0.5341343,0.58316374,0.7010911,0.49174842
702,magnitude,action-reaction,0.0,0.0094608617946505,0.0,0.2400314807891845,0.3274467289447784,0.2618825435638428,0.0,0.0,0.0,0.15576383,0.20534068,0.21143882,0.24271937,0.24941358,0.2393357,0.23170435,0.26720628,0.29526824,0.29352084,0.2603999,0.33977082,0.121298455,0.20123647,0.32744682,0.34794992,0.3723755,0.38154578,0.4050217,0.39196065,0.43276408,0.466077,0.4851988,0.5298275,0.24003157,0.50182706
703,standard measurement scale,precise operational definitions,0.0,0.0092646768316626,0.0,0.4538864493370056,0.3575067222118377,0.5096134543418884,0.0,0.0,0.0,0.16877334,0.23334251,0.31519747,0.3767003,0.40139583,0.3120419,0.3297013,0.35199568,0.34064454,0.36285105,0.38570932,0.4841593,0.19115153,0.28912795,0.35750666,0.40656793,0.43675607,0.50730336,0.5337013,0.53697145,0.57381785,0.6049515,0.6165027,0.67373276,0.45388657,0.5597811
704,vector quantities,dependent upon how strong,0.0,0.0090488605201244,0.0,0.1281020045280456,0.2816038131713867,0.1228517740964889,0.0,0.0,0.0,0.09043061,0.12789863,0.1538939,0.16273744,0.1902101,0.19183764,0.21963216,0.24196306,0.2564187,0.2732497,0.24471538,0.28150386,0.16230166,0.206319,0.28160372,0.28686398,0.29929212,0.33252072,0.33761495,0.31354028,0.3467638,0.3711515,0.40015325,0.44381642,0.128102,0.33468843
705,Associating forces with vectors,know both the magnitude and the direction of both forces to calculate the result,0.0,0.2893309593200684,0.1333333333333333,0.3342475295066833,0.4008871018886566,0.2923260033130646,0.0,0.1111111111111111,0.0384615384615384,0.2489722,0.27169314,0.3089312,0.35297018,0.34337333,0.32271326,0.33135304,0.39011335,0.41487366,0.41702202,0.4080086,0.4741923,0.31955513,0.34583032,0.40088704,0.3941079,0.39664876,0.43355715,0.41794345,0.43055412,0.4684925,0.47853857,0.5256218,0.5790252,0.33424756,0.55377656
706,Associating forces with vectors,adding the two force magnitudes or subtracting one from the other,0.0,0.158370703458786,0.0,0.2888960838317871,0.3547678887844085,0.2729919850826263,0.0,0.0,0.0485436893203883,0.2820007,0.31736135,0.3531498,0.3787216,0.36786643,0.34442094,0.35822734,0.41996938,0.42994395,0.44145933,0.40921727,0.4418476,0.23669648,0.27800888,0.35476786,0.33884686,0.35328,0.41340226,0.4221861,0.4341123,0.4830939,0.4861832,0.54005235,0.5722597,0.28889614,0.5195605
707,respective lines of application,their effects on the motion of the body,0.0,0.0094082504510879,0.2,0.2142621874809265,0.4303854107856751,0.1907371580600738,0.0,0.1666666666666666,0.0657894736842105,0.3619514,0.39186528,0.41886434,0.42986408,0.40175244,0.34669787,0.31343356,0.3131917,0.31688994,0.31525525,0.2726833,0.3462017,0.36879393,0.3785586,0.43038547,0.43327656,0.44585574,0.4531086,0.42844984,0.39520434,0.4036249,0.3878775,0.37749842,0.44176096,0.21426219,0.4051499
708,orthogonal,uniquely determined,0.0,0.0117235053330659,0.0,0.2368578910827636,0.3240180611610413,0.2364640831947327,0.0,0.0,0.0,0.1375855,0.1876491,0.22195269,0.25221884,0.27691692,0.2411965,0.26536652,0.31442487,0.32654667,0.3413254,0.3251839,0.38628212,0.1565397,0.19088027,0.32401797,0.3759893,0.42199388,0.43739027,0.44410002,0.4214731,0.47395948,0.5017381,0.52244,0.5602395,0.23685798,0.4467882
709,static friction,applied force,0.0,0.2190279811620712,0.0,0.3686541020870209,0.3536851108074188,0.4030078053474426,0.0,0.0,0.0,0.10897185,0.16048892,0.20421268,0.243034,0.27285683,0.3080674,0.3293367,0.3592335,0.36878827,0.37085718,0.36329588,0.40113193,0.18076876,0.26331705,0.3536851,0.43051338,0.49352825,0.55089045,0.5907681,0.60192525,0.66054165,0.7110504,0.74572074,0.7898745,0.36865404,0.7160919
710,applied,applied force,0.0,0.7569038271903992,0.6666666666666666,0.5216878652572632,0.7030142545700073,0.5432232618331909,0.0,0.6666666666666666,0.2631578947368421,0.7051789,0.72660726,0.7394537,0.73278433,0.72003496,0.69608796,0.69656044,0.67834413,0.65705806,0.626417,0.5957578,0.57720345,0.7241599,0.7078613,0.70301425,0.6695472,0.6441388,0.62123406,0.6035916,0.59817594,0.57233423,0.57541853,0.5720848,0.60090864,0.5216881,0.5532857
711,forces,static equilibrium,0.0,0.0144836222752928,0.0,0.2152199149131775,0.3376221656799316,0.2305701076984405,0.0,0.0,0.0,0.12232677,0.16689226,0.20456518,0.19617884,0.20360331,0.21533346,0.18855946,0.21518518,0.23821363,0.2142582,0.20411864,0.31554803,0.17320737,0.25186995,0.33762202,0.3892981,0.4453133,0.45819157,0.47335783,0.44219714,0.4770196,0.51385885,0.5361999,0.5801957,0.21521999,0.47226712
712,spring reaction force,the force of gravity,0.0,0.0255883578211069,0.3333333333333333,0.2638947069644928,0.5022919774055481,0.2261074930429458,0.0,0.2857142857142857,0.1282051282051282,0.3431017,0.38939685,0.4171527,0.41208547,0.41733107,0.42017448,0.45833153,0.47861767,0.4687759,0.4494443,0.43733895,0.42631024,0.4265732,0.45747364,0.502292,0.49110153,0.44623256,0.47285143,0.4694843,0.4665254,0.48733675,0.48954943,0.52149665,0.5791228,0.2638948,0.50331026
713,gravity,object's weight,0.0,0.048023547977209,0.0,0.3319368958473205,0.3698579370975494,0.3430187106132507,0.0,0.0,0.0,0.107975274,0.16743976,0.21040873,0.25358614,0.28613132,0.3574548,0.43444115,0.4498543,0.45673835,0.43214923,0.38628426,0.41068292,0.21963598,0.27699944,0.36985788,0.41727895,0.44023988,0.42875522,0.445612,0.43266457,0.46772933,0.45593363,0.47788763,0.54469895,0.33193696,0.44379252
714,Galileo,Aristotle's,0.0,0.0100577175617218,0.0,0.1741745322942733,0.3928880095481873,0.1935960054397583,0.0,0.0,0.0,0.1033399,0.1551247,0.22599167,0.25099403,0.2660121,0.2778405,0.35062066,0.3679975,0.37508067,0.35537502,0.3361087,0.3393713,0.28559119,0.35174632,0.392888,0.39120257,0.40428737,0.4080663,0.41902444,0.40370798,0.46617156,0.45876184,0.47332007,0.4981298,0.17417456,0.46355817
715,behind the foot of the mast,straight down,0.0,0.0092092920094728,0.0,0.1419210582971573,0.3415382504463196,0.1386888772249221,0.0,0.0,0.0,0.12271446,0.18021774,0.22423825,0.24787395,0.25017914,0.2252723,0.24975556,0.27715752,0.2614619,0.25137243,0.22058925,0.23322484,0.20994838,0.27559376,0.3415383,0.32967824,0.31526625,0.33429825,0.3211373,0.29388914,0.306862,0.34481013,0.42288145,0.5026233,0.14192106,0.46539757
716,kinetic friction,object started with a non-zero velocity,0.0,0.0090823164209723,0.0,0.1987897902727127,0.3341853320598602,0.1857078820466995,0.0,0.0,0.0,0.09666286,0.14263022,0.19649148,0.22778922,0.26883557,0.26072913,0.27167654,0.3013305,0.29098287,0.29158646,0.28044418,0.3253409,0.17517547,0.27379626,0.33418527,0.37171736,0.39198285,0.43093675,0.42816144,0.39752147,0.4222697,0.43667984,0.48188314,0.51543605,0.19878982,0.43243107
717,Schrödinger,Newtonian equations,0.0,0.0094377063214778,0.0,0.1419547945261001,0.2234449237585068,0.1501851826906204,0.0,0.0,0.0,0.08663808,0.110539235,0.13132517,0.16954015,0.18516658,0.18277396,0.22923507,0.24197873,0.2391949,0.22819541,0.23933262,0.27369973,0.11266382,0.17145273,0.22344486,0.23574577,0.2612635,0.29992232,0.2991275,0.30576813,0.33550596,0.3526321,0.42977872,0.4743271,0.14195475,0.48061702
718,quantized,operators,0.0,0.0100930780172348,0.0,0.1806229352951049,0.3476166725158691,0.1923562884330749,0.0,0.0,0.0,0.13865273,0.20189711,0.25123832,0.2648012,0.2873847,0.2524207,0.26409382,0.3011806,0.30157408,0.3109432,0.2520519,0.29952142,0.16700225,0.22275892,0.34761667,0.398643,0.43069127,0.48367837,0.512544,0.5121153,0.55642235,0.58685476,0.6142156,0.64041764,0.18062301,0.5901669
719,antiparallel,antisymmetric,0.0,0.0441902764141559,0.0,0.5161831378936768,0.4540092945098877,0.513752818107605,0.0,0.0,0.0,0.38106984,0.3901478,0.4119248,0.42252475,0.5015238,0.5619324,0.6088033,0.62733686,0.57359093,0.5708761,0.5634256,0.562643,0.3615544,0.4244964,0.4540093,0.4698816,0.5424046,0.57580924,0.58863807,0.5970982,0.63663024,0.64654857,0.6458644,0.636457,0.51618314,0.5913696
720,parallel,antisymmetric,0.0,0.0096372021362185,0.0,0.3152531385421753,0.2438840717077255,0.3013070225715637,0.0,0.0,0.0,0.14959767,0.20706327,0.258735,0.2780426,0.33380404,0.35657862,0.42972726,0.4419363,0.38922453,0.37919602,0.35728216,0.37222973,0.13033122,0.1800172,0.2438841,0.26661825,0.33655155,0.37484637,0.3974084,0.41201147,0.48467562,0.4835564,0.5266219,0.5564306,0.31525323,0.46372595
721,force,4-momentum in relativity and momentum of virtual particles in quantum electrodynamics,0.0,0.0130948387086391,0.0,0.1221203282475471,0.2807631492614746,0.0716753378510475,0.0,0.0,0.0,0.06646513,0.08800276,0.13154615,0.14200523,0.1380629,0.1765315,0.19763055,0.23130609,0.21557452,0.20288639,0.19156916,0.2443915,0.1506078,0.22619371,0.28076306,0.30234864,0.31494045,0.31033656,0.2941487,0.27873805,0.29284346,0.285068,0.29049447,0.32053924,0.12212031,0.21457985
722,conservation of momentum,the currently known fundamental forces,0.0,0.0095305256545543,0.0,0.2100255042314529,0.3403225243091583,0.1540898382663726,0.0,0.0,0.0,0.1633891,0.184505,0.22679487,0.24484725,0.23416151,0.24766162,0.2637173,0.29245794,0.3013559,0.29869753,0.2896077,0.36168,0.21614942,0.25996384,0.34032246,0.35905063,0.39335525,0.4369057,0.43984145,0.42261434,0.45194858,0.46473408,0.53280884,0.5901715,0.21002561,0.54667914
723,the Moon,the mass () and the radius () of the Earth,0.0,0.0097925188019871,0.0,0.2422654628753662,0.5475337505340576,0.1981998682022094,0.0,0.2,0.0454545454545454,0.4244828,0.43822655,0.4535474,0.45920676,0.43786758,0.41711363,0.38878056,0.40922758,0.42592144,0.38788605,0.34975332,0.37974617,0.4667045,0.49809402,0.5475338,0.53484166,0.50707674,0.47948605,0.4368916,0.43203744,0.4166914,0.4071648,0.40083876,0.42519584,0.24226543,0.42963278
724,"Newton's Universal Gravitation Constant,",dimensional constant,0.0,0.1216480508446693,0.3333333333333333,0.4473838806152344,0.4687437117099762,0.4381736814975738,0.0,0.2857142857142857,0.2083333333333333,0.1957618,0.20934536,0.25055644,0.28554755,0.30657506,0.3754846,0.4340597,0.48813924,0.51305443,0.5192865,0.5277721,0.5648593,0.3383549,0.4036044,0.4687437,0.44580823,0.43692648,0.44292417,0.4433099,0.43099084,0.45047987,0.43293962,0.4747834,0.4843555,0.44738388,0.48005068
725,ballistic trajectory,path between two space-time events,0.0,0.0097041223198175,0.0,0.2284650802612304,0.3051716685295105,0.2063322067260742,0.0,0.0,0.0,0.11979479,0.16425778,0.20745373,0.22318691,0.23680265,0.27059796,0.29961607,0.3337228,0.34731585,0.3472367,0.34133747,0.36729968,0.203324,0.27898505,0.3051716,0.3232313,0.36188036,0.4000724,0.41387534,0.4141627,0.4294079,0.44440588,0.49763092,0.53644186,0.22846514,0.4786552
726,global,in space,0.0,0.0283551607280969,0.0,0.2378404885530471,0.3225421011447906,0.2401200532913208,0.0,0.0,0.0,0.14374174,0.21053065,0.24297962,0.2545528,0.2684954,0.2301628,0.23774566,0.25066444,0.23732577,0.22173329,0.19006503,0.24834268,0.18635559,0.27479306,0.32254207,0.38318574,0.42350575,0.43509388,0.46581233,0.46497628,0.51113844,0.5487243,0.5866937,0.6367646,0.23784049,0.57504916
